title,subject,year_group,key_stage,unit,learning_objective,oak_url
Writing a speech: openings and closings,English,Year 9,ks3,,I can craft an effective opening and closing paragraph for a persuasive speech.,https://www.thenational.academy/teachers/programmes/english-secondary-ks3/units/womens-rights-across-the-ages-non-fiction-reading-and-writing/lessons/opening-and-closing-a-speech-with-impact
Writing about John McCrae’s ‘In Flanders Fields’ as a call to arms,English,Year 9,ks3,,I can plan and write a detailed analytical response to answer the question ‘How does McCrae use ‘In Flanders Fields’ as a call to arms for the reader?’,https://www.thenational.academy/teachers/programmes/english-secondary-ks3/units/a-world-at-war-poetry/lessons/writing-about-in-flanders-fields
Writing about patriotism in Rupert Brooke’s ‘The Soldier’,English,Year 9,ks3,,I can plan and write a detailed written response to a question on how Brooke presents the concept of dying for one’s country in ‘The Soldier’.,https://www.thenational.academy/teachers/programmes/english-secondary-ks3/units/a-world-at-war-poetry/lessons/writing-about-the-soldier
Writing about the self and the world with Simon Armitage,English,Year 9,ks3,,I can follow Armitage’s advice on writing a poem about a newsworthy event or about the self.,https://www.thenational.academy/teachers/programmes/english-secondary-ks3/units/simon-armitage-writing-your-world/lessons/writing-about-the-self-and-the-world-with-simon-armitage
Writing fiction about a malevolent character,English,Year 9,ks3,,I can write a piece of fiction using a success criteria.,https://www.thenational.academy/teachers/programmes/english-secondary-ks3/units/malevolent-characters-descriptive-and-narrative-writing/lessons/writing-fiction-about-a-malevolent-character
"Written analysis of Othello in Act 1, Scene 3",English,Year 9,ks3,,"I can write a detailed paragraph of analysis about Othello in Act 1, Scene 3.",https://www.thenational.academy/teachers/programmes/english-secondary-ks3/units/othello/lessons/written-analysis-of-othello-in-act-1-scene-3
'A Christmas Carol' Stave 1: Meeting Marley's ghost,English,Year 10,ks4,,I can explain the significance of Marley's ghost.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-1-meeting-with-marleys-ghost
'A Christmas Carol' Stave 1: Scrooge the Miser,English,Year 10,ks4,,I can understand how Scrooge is portrayed in the opening of the novella,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-1-scrooge-the-miser
'A Christmas Carol' Stave 1: The Characterisation of Scrooge,English,Year 10,ks4,,I can analyse how Dickens introduces Scrooge as a callous and covetous character.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-1-the-characterisation-of-scrooge
'A Christmas Carol' Stave 2: Belle,English,Year 10,ks4,,I can explain the significance of Belle in 'A Christmas Carol'.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-2-belle-the-one-who-got-away
'A Christmas Carol' Stave 2: Scrooge's childhood and Fezziwig,English,Year 10,ks4,,I can understand why Dickens shows us different events from Scrooge’s past.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-2-scrooges-childhood-and-fezziwig
'A Christmas Carol' Stave 2: the first of the three spirits,English,Year 10,ks4,,I can understand the role of the first spirit.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-2-the-first-of-the-three-spirits
'A Christmas Carol' Stave 3: Christmas around the world,English,Year 10,ks4,,I can understand Dickens’ message about Christmas being a joyful time.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-3-christmas-around-the-world
'A Christmas Carol' Stave 3: Ignorance and Want,English,Year 10,ks4,,I can explain the significance of the characters Ignorance and Want and how Dickens uses them to convey his message of social responsibility.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-3-ignorance-and-want
'A Christmas Carol' Stave 3: Scrooge and Fred as opposite characters,English,Year 10,ks4,,I can explain how Dickens presents Fred as the antithesis of Scrooge.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-3-scrooge-and-fred-as-opposite-characters
'A Christmas Carol' Stave 3: the Cratchits' Christmas,English,Year 10,ks4,,I can understand the role of the Cratchit family in 'A Christmas Carol'.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-3-the-cratchits-christmas
'A Christmas Carol' Stave 3: the second of the three spirits,English,Year 10,ks4,,I can explain how Dickens characterises the second spirit.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-3-the-second-of-the-three-spirits
'A Christmas Carol' Stave 4: Scrooge's fears,English,Year 10,ks4,,I can explain how Scrooge’s fears change throughout the novella.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-4-scrooges-fears
'A Christmas Carol' Stave 4: a significant death,English,Year 10,ks4,,I can understand the significance of the anonymous man’s death in Stave 4.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-4-a-significant-death
'A Christmas Carol' Stave 4: death in the novella,English,Year 10,ks4,,I can understand the significance of death in the novella.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-4-death-in-a-christmas-carol
'A Christmas Carol' Stave 4: the last of the three spirits,English,Year 10,ks4,,I can understand the role of the last spirit and its impact on Scrooge’s change.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-4-the-last-of-the-three-spirits
'A Christmas Carol' Stave 5: the change in Scrooge,English,Year 10,ks4,,I can explain how Scrooge is presented as a transformed character in Stave 5.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/stave-5-the-change-in-scrooge
'A Christmas Carol': Scrooge as a very Victorian character,English,Year 10,ks4,,I can use context to explain the characterisation of Scrooge as a misanthropic character.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/scrooge-as-a-very-victorian-character
'A Christmas Carol': Scrooge's redemptive journey,English,Year 10,ks4,,I can understand the significance of Scrooge’s redemptive journey and the impact it continues to have on readers.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/scrooges-redemptive-journey
'A Christmas Carol': improving analytical writing,English,Year 10,ks4,,I can use feedback to improve my analytical writing about Scrooge.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/improving-your-analytical-writing
'A Christmas Carol': planning an essay on Scrooge,English,Year 10,ks4,,I can plan a sophisticated response to an essay question on Scrooge.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/perfect-planning-for-an-essay-on-a-christmas-carol
'A Christmas Carol': planning an extended argument,English,Year 10,ks4,,"I can plan a convincing, holistic argument about the text.",https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/planning-an-extended-argument
'A Christmas Carol': symbolism in the novella,English,Year 10,ks4,,I can understand how Dickens uses symbolism to reflect Scrooge’s journey of redemption.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/symbolism-in-a-christmas-carol
'A Christmas Carol': writing about Stave 1,English,Year 10,ks4,,I can write a well-structured essay response on the presentation of Scrooge in Stave 1.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/writing-about-stave-1
'A Christmas Carol': writing about Stave 2,English,Year 10,ks4,,I can write a convincing analytical response about the Ghost of Christmas Past.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/writing-about-stave-2
'A Christmas Carol': writing about the presentation of children,English,Year 10,ks4,,I can demonstrate rich layers of textual analysis in my extended responses about children in the novella.,https://www.thenational.academy/teachers/programmes/english-secondary-ks4-aqa/units/nineteenth-century-text-first-study-200/lessons/writing-about-stave-3
